OBJECTID,adm1_name,adm1_name_local,adm1_pcode,adm0_name,adm0_ISO3,validity,GlobalID,adm0_M49,pop_estim,pop_estim_source,SHAPE_Length,SHAPE_Area
913,Malampa,,VU04,Vanuatu,VUT,yes,{AB06C9E6-A705-40D5-A291-D86836EF6FCC},,,,6.1772277559081,0.236929768679261
914,Penama,,VU03,Vanuatu,VUT,yes,{ADAAF9AD-9A52-4301-ACAA-03BAC54E117B},,,,3.96473075407902,0.100901093454013
915,Sanma,,VU02,Vanuatu,VUT,yes,{732080F7-D7E1-48D4-B845-0D21B41267D8},,,,6.296626599521,0.355265072674305
916,Shefa,,VU05,Vanuatu,VUT,yes,{90A1A5E8-07A0-4FDC-9B6B-ECA549CBD638},,,,5.1990077029706,0.127207730875732
917,Tafea,,VU06,Vanuatu,VUT,yes,{92B28771-0FCE-4E99-94DF-C21ACABED8E2},,,,3.9603051123943,0.139991498317645
918,Torba,,VU01,Vanuatu,VUT,yes,{0F48686D-6721-458E-BAAD-58761976F3A4},,,,4.02971925578626,0.0726722527361547
941,Abyan,ابين,YE12,Yemen,YEM,yes,{E61636DB-129A-45D0-AC3F-5D61FF87DB62},887,,,7.06078963171867,1.3745312784358
942,Al Dhale'e,الضالع,YE30,Yemen,YEM,yes,{A1569546-9353-4B85-A4DF-7CAE8C36304B},887,,,2.98279300266374,0.335324994342075
943,Aden,عدن,YE24,Yemen,YEM,yes,{C0BFA1FA-1621-4E77-BA16-759BE11CC912},887,,,3.19430082091718,0.0660179749905163
944,Al Bayda,البيضاء,YE14,Yemen,YEM,yes,{0FEEDB96-827F-46F3-9A44-E861C87A2513},887,,,5.30319440767901,0.773298051105067
945,Al Hudaydah,الحديده,YE18,Yemen,YEM,yes,{60BBB19B-D6FB-4CD0-9638-C00BADC83420},887,,,15.2653639205389,1.112772925299
946,Al Jawf,الجوف,YE16,Yemen,YEM,yes,{5577C784-1B8A-4E41-8898-98E9130A99CB},887,,,8.16436988177232,3.34739223730112
947,Al Maharah,المهره,YE28,Yemen,YEM,yes,{141C0B0A-4904-4042-92E8-171FB0C160CC},887,,,12.1136829386907,5.69243893368766
948,Al Mahwit,المحويت,YE27,Yemen,YEM,yes,{5DD8ECC0-41B9-4A55-AC25-B60775BEB880},887,,,2.25992201080223,0.19738454578096
949,Amran,عمران,YE29,Yemen,YEM,yes,{F80B71BF-B869-49BD-9331-C129BE469155},887,,,4.59986495892917,0.671548442270165
950,Dhamar,ذمار,YE20,Yemen,YEM,yes,{C35D635F-8346-4909-9FBB-BBB88BBE16FC},887,,,5.30754194458401,0.635002677556024
951,Hadramawt,حضرموت,YE19,Yemen,YEM,yes,{C16280A6-B3A6-4748-BC2C-BFC8C69C9A9E},887,,,20.5870577550634,13.6025513504888
952,Hajjah,حجه,YE17,Yemen,YEM,yes,{BEAC2BA6-EB59-4A61-864F-D40BAA0906C5},887,,,7.35176102497108,0.684274391548854
953,Ibb,اب,YE11,Yemen,YEM,yes,{D3D57DBD-07B4-46E7-AAAD-2BC2C81F539B},887,,,4.25667631080529,0.448591960118351
954,Lahj,لحج,YE25,Yemen,YEM,yes,{7F8579FB-147F-45D3-BC4E-0536950BB2FC},887,,,7.49802636093579,1.02569312619747
955,Marib,مارب,YE26,Yemen,YEM,yes,{BD083766-282C-4B52-A945-547B11793D0B},887,,,8.00126872007747,1.45462793768935
956,Raymah,ريمه,YE31,Yemen,YEM,yes,{9475D4C0-1889-47B5-9F8D-AA6A0004CDBB},887,,,1.94770309146751,0.158470474941713
957,Sa'ada,صعده,YE22,Yemen,YEM,yes,{A59B4ED1-5BB4-406F-9D3B-3D217FED8900},887,,,5.96309305798545,1.07169144074152
958,Shabwah,شبوه,YE21,Yemen,YEM,yes,{33A211B7-508A-49FE-B3DB-9BA1F04BDCB5},887,,,10.825751736535,3.39393502310614
959,Socotra,سقطرى,YE32,Yemen,YEM,yes,{AEA8159E-D009-4F9E-A67F-B614A37D399B},887,,,4.14250707622067,0.324890504614959
960,Taizz,تعز,YE15,Yemen,YEM,yes,{A5F7F29E-ED32-49EB-A1C2-99EC00977B53},887,,,6.30206185830778,0.84089975379636
961,Amanat Al Asimah,أمانة العاصمة,YE13,Yemen,YEM,yes,{BA0E12FE-8623-439A-8373-66116A6E65B5},887,,,1.22444413313748,0.0347901143620995
962,Sana'a,صنعاء,YE23,Yemen,YEM,yes,{50625531-30C5-404B-AB92-29816608406F},887,,,7.54420155413603,1.00025421078663
965,Damascus,دمشق,SY01,Syrian Arab Republic,SYR,yes,{ECBB3AAE-6594-4046-9693-AF9D5CB7F47C},760,,,0.608181671908476,0.0113230332699173
966,Aleppo,حلب,SY02,Syrian Arab Republic,SYR,yes,{398DF4DA-64A9-4DD8-A7DB-B21B9C25DBE2},760,,,9.30266190521217,1.99368696318256
967,Rural Damascus,ريف دمشق,SY03,Syrian Arab Republic,SYR,yes,{4DAD38BB-1713-43D3-8149-815066B64CF2},760,,,9.86477874666904,2.54769104076115
968,Homs,حمص,SY04,Syrian Arab Republic,SYR,yes,{F95B2A7B-3634-4DC2-8888-650850D82E8E},760,,,11.8434044572819,4.24191519478132
969,Hama,حماة,SY05,Syrian Arab Republic,SYR,yes,{1CBF1D05-F500-4D0F-A9DB-7B86FF25933A},760,,,7.75090523534904,1.09843485280673
970,Lattakia,اللاذقية,SY06,Syrian Arab Republic,SYR,yes,{11D00FDC-9DC5-4042-AE8B-DD31CC6B64DA},760,,,2.60648815975536,0.237479758668174
971,Idleb,إدلب,SY07,Syrian Arab Republic,SYR,yes,{DAA94FC2-D23F-487A-A8BF-B56B318413B2},760,,,4.63953264543598,0.539966608564725
972,Al-Hasakeh,الحسكة,SY08,Syrian Arab Republic,SYR,yes,{914C3650-1936-4881-9606-F60518171A83},760,,,7.89668442960798,2.3302662822378
973,Deir-ez-Zor,دير الزور,SY09,Syrian Arab Republic,SYR,yes,{1CB47BE2-7316-4E9C-885E-813E59C72350},760,,,6.68806410674264,2.48794370897326
974,Tartous,طرطوس,SY10,Syrian Arab Republic,SYR,yes,{AEF3F265-EB44-4621-A7DB-C0F62823BB87},760,,,2.3611674738449,0.184947959325099
975,Ar-Raqqa,الرقة,SY11,Syrian Arab Republic,SYR,yes,{7717198B-591A-4EC1-AE60-B502CD6ED7F6},760,,,7.03080939142144,1.76222171961842
976,Dar'a,درعا,SY12,Syrian Arab Republic,SYR,yes,{D138DB11-7A7A-4E58-8BA0-8236C8A478BD},760,,,3.82285510250864,0.369290311467003
977,As-Sweida,السويداء,SY13,Syrian Arab Republic,SYR,yes,{F978C548-B76C-4700-A17B-B95A3B9612F0},760,,,3.51184989835713,0.611739090850515
978,Quneitra,القنيطرة,SY14,Syrian Arab Republic,SYR,yes,{1EC62949-BF9F-4F91-B75F-327A583BC849},760,,,2.14396558092042,0.165848673190178
