OBJECTID,adm1_name,adm1_name_local,adm1_pcode,adm0_name,adm0_ISO3,validity,GlobalID,adm0_M49,pop_estim,pop_estim_source,SHAPE_Length,SHAPE_Area
721,Malaita,,SB-ML,Solomon Islands,SLB,yes,{5CC0ED8E-6E48-4609-9C4A-1DB040F6A942},090,,,5.71361890328907,-0.362988339395076
722,Capital Territory (Honiara),,SB-CT,Solomon Islands,SLB,yes,{BCC0572B-FB56-4604-8C52-CF0264A123FF},090,,,0.252029238480198,-0.00249464704870479
723,Guadalcanal,,SB-GU,Solomon Islands,SLB,yes,{CE8C1088-28D2-48D1-912D-79CA7E84866D},090,,,3.37391560674311,-0.437927126235433
724,Central,,SB-CE,Solomon Islands,SLB,yes,{96967D0E-C4E5-46B6-A64F-783F0834E89D},090,,,2.52387547981251,-0.0460311075299943
725,Western,,SB-WE,Solomon Islands,SLB,yes,{B63BDEF5-29EA-4817-887C-AC09D791D527},090,,,10.9544795730865,-0.425984193747156
726,Isabel,,SB-IS,Solomon Islands,SLB,yes,{BB041286-8D07-45F0-BED1-8D3E3DE82A46},090,,,6.15698804422068,-0.331525696862736
727,Choiseul,,SB-CH,Solomon Islands,SLB,yes,{4C9FDCAC-1EB3-4BE9-AF4D-73C4AE84C1D4},090,,,3.92665719185149,-0.245801276709872
728,Nanumanga,,TV-NMG,Tuvalu,TUV,yes,{AF27C73F-D79E-4C60-A7FD-1725DE0223FE},798,,,0.0646611847755679,-0.000260910700689747
729,Nanumea,,TV-NMA,Tuvalu,TUV,yes,{95C9662D-645D-42F1-ADB5-55CEE134AF00},798,,,0.179404156883608,-0.000291585834669466
730,Niutao,,TV-NIT,Tuvalu,TUV,yes,{81A44653-1293-4280-9EFC-0E64D434F430},798,,,0.0572854000067799,-0.000202484064030012
731,Nui,,TV-NUI,Tuvalu,TUV,yes,{DC64471F-CDB7-44E5-BC37-15769A290F5C},798,,,0.0807002343576004,-0.00011126119212016
732,Vaitupu,,TV-VAI,Tuvalu,TUV,yes,{D401E7AB-8E63-4BC1-BCE4-2177E4A4F960},798,,,0.180621805394667,-0.000450515896005397
733,Nukufetau,,TV-NKF,Tuvalu,TUV,yes,{DE07221D-C05D-4AB8-9594-87BA6B58A27C},798,,,0.139876950567326,-0.000116007886124888
734,Funafuti,,TV-FUN,Tuvalu,TUV,yes,{3B63E722-DE35-46A7-89A2-BD93F25E6745},798,,,0.230692358947441,-0.000154353040889875
735,Nukulaelae,,TV-NKL,Tuvalu,TUV,yes,{47D31EFB-1834-4AE1-B01C-259F2900FDDA},798,,,0.271478444706164,-0.000204469097384602
736,A'ana,,WSM-AA,Samoa,WSM,yes,{53198EC1-3CC0-4ADF-9B8D-B9DF0D41C951},882,,,0.847466838991329,-0.0169490625778352
737,Aiga-i-le-Tai,,WSM-AI,Samoa,WSM,yes,{409CAED9-6C31-4579-9AB1-B7475836FACF},882,,,0.366107005781198,-0.00190639069456159
738,Atua,,WSM-AT,Samoa,WSM,yes,{ED208A4F-8508-4188-A58C-DCF764C00C10},882,,,1.30267909165546,-0.0343511890259635
739,Fa'asaleleage,,WSM-FA,Samoa,WSM,yes,{E95FD028-F6C6-4BFB-9205-71A50C9D6424},882,,,0.769783471123624,-0.0216591790180556
740,Gaga'emauga,,WSM-GE,Samoa,WSM,yes,{D41271F4-9AA1-4110-97AF-C3456C290795},882,,,0.948054302706264,-0.0196618899443343
741,Gaga'ifomauga,,WSM-GI,Samoa,WSM,yes,{30CDC223-6548-4616-9088-3DBC394C7D89},882,,,0.804753352507143,-0.0324134730564746
742,Palauli,,WSM-PA,Samoa,WSM,yes,{61C75F5B-6105-48F8-9E09-E669BBB76F8D},882,,,1.37895203238239,-0.0449708950563136
743,Satupa'itea,,WSM-SA,Samoa,WSM,yes,{D38086C2-4A46-41C5-AB98-8A975769C14C},882,,,0.770074435356207,-0.0118185588212497
744,Tuamasaga,,WSM-TU,Samoa,WSM,yes,{48DA3EF4-3A4B-48BD-9B6B-313C544EBD78},882,,,1.34336802000266,-0.0372832967853412
745,Va'a-o-Fonoti,,WSM-VF,Samoa,WSM,yes,{B3039BB1-DEBD-4EB8-B0C9-79B2AAFC3337},882,,,0.500095410900627,-0.00279153043527003
746,Vaisigano,,WSM-VA,Samoa,WSM,yes,{1D8F47FE-3130-4585-92A1-2AACA3E8EF56},882,,,0.666072741635959,-0.0131106727825629
747,Anjouan (Ndzouani),,KM1,Comoros (the),KOM,yes,{A4E3C532-A579-4FBC-8994-7BAD01EC4878},174,,,1.36552325437514,-0.0354823646934998
748,Grande Comore (Ngazidja),,KM2,Comoros (the),KOM,yes,{7DA115C3-BF9E-4C39-8B04-21746A722E4B},174,,,2.07398441061573,-0.0842847607715001
749,Mohéli (Mwali),,KM3,Comoros (the),KOM,yes,{8C453BF8-A2B4-42EB-B42D-F14D77E60BDA},174,,,1.36498298027666,-0.0174328080223939
750,Brokopondo,,SR01,Suriname,SUR,yes,{EB4D6C69-DBAF-482D-9FFC-AE1409E5BFC3},740,,,4.42856675029156,0.597339594172218
751,Commewijne,,SR02,Suriname,SUR,yes,{54559989-4A6A-43C6-AA03-3CF74282996B},740,,,2.47243053231828,0.19858872470343
752,Coronie,,SR03,Suriname,SUR,yes,{B7E042CF-C507-4F82-9C54-7DEA942BF056},740,,,3.22581134960016,0.296576564626716
753,Marowijne,,SR04,Suriname,SUR,yes,{490760AB-C52B-45C3-8DC3-DB7F77E271F0},740,,,2.99241823916042,0.38239114439306
754,Nickerie,,SR05,Suriname,SUR,yes,{EC73B52C-5F4A-4AB4-9D2D-3934F12C8743},740,,,3.96601346363918,0.437082370840325
755,Para,,SR06,Suriname,SUR,yes,{570451E9-611F-4365-B72D-6A9D281C5F9D},740,,,5.74629640004302,0.442526443540244
756,Paramaribo,,SR07,Suriname,SUR,yes,{07921A70-F5CF-4273-AD4C-DD3616C28A1A},740,,,0.606062473593844,0.0135097201453722
757,Saramacca,,SR08,Suriname,SUR,yes,{80D0182E-3F1A-4915-9204-C3A2FB3BFEBD},740,,,3.38383393496603,0.30976618684786
758,Sipaliwini,,SR09,Suriname,SUR,yes,{BD409DDF-4887-4F81-B1DD-1EDAAFC7F3BA},740,,,19.8452741409223,9.21511550764115
759,Wanica,,SR10,Suriname,SUR,yes,{63FED295-451F-4497-81BC-80F824DB9853},740,,,1.15828750827188,0.0349397880405942
760,Sughd Region,,TJ-SU,Tajikistan,TJK,yes,{F397ACEF-F772-41F6-B6CC-B9B2E6FC1C40},762,,,19.8673327424948,2.69143877372509
761,Gorno-Badakhshan,,TJ-GB,Tajikistan,TJK,yes,{3D2F05B6-BB7F-4087-A608-24F619C938DD},762,,,19.2323538487665,6.44694945869535
762,Districts of Republican Subordination,,TJ-RA,Tajikistan,TJK,yes,{EEE4AA93-42EA-41DC-B35C-095F6ACE3AED},762,,,13.8852309851539,2.92699489450719
763,Khatlon Region,,TJ-KT,Tajikistan,TJK,yes,{DF8821F6-062A-4973-9C8C-AF4998E88E5E},762,,,9.84065930975395,2.49464959096546
764,Dushanbe,,TJ-DU,Tajikistan,TJK,yes,{5D90B5A7-646C-4995-A125-071086EB3C10},762,,,0.907803492361388,0.0378301138595963
765,Batken,Баткен,KG05000000000,Kyrgyzstan,KGZ,yes,{F67C101C-761E-49FC-A5E2-D1034BA89DA3},417,,,13.8548349338462,1.78564740218693
766,Bishkek (city),Бишкек ш.,KG11000000000,Kyrgyzstan,KGZ,yes,{59CD4096-2112-4143-8376-8958C69673DD},417,,,1.15606347092104,0.0165518451351436
767,Chui,Чүй,KG08000000000,Kyrgyzstan,KGZ,yes,{31C09E0C-486F-49E6-8692-93328CC17346},417,,,13.846971921268,2.1830273902539
768,Issyk-Kul,Ысык-Көл,KG02000000000,Kyrgyzstan,KGZ,yes,{F5680303-0383-43D7-B90E-7668AB1FF9FE},417,,,13.8831218871975,4.61154547501503
769,Jalal-Abad,Жалалабат,KG03000000000,Kyrgyzstan,KGZ,yes,{F63CC6D4-A784-465F-9F23-3A2A4AD49E8B},417,,,15.8973303565514,3.62968467700415
770,Naryn,Нарын,KG04000000000,Kyrgyzstan,KGZ,yes,{0033B2E8-E8CC-4471-AA75-6629739F8E0F},417,,,17.6292767102046,4.83829754352201
771,Osh,Ош,KG06000000000,Kyrgyzstan,KGZ,yes,{ADFB08FF-69C5-472B-8E3A-FB824AA00710},417,,,14.6218060327838,3.07806127094061
772,Osh (city),Ош ш.,KG21000000000,Kyrgyzstan,KGZ,yes,{AB284744-34B8-4D62-B3DF-ADCB379AC917},417,,,0.745396239805081,0.00430889029164707
773,Talas,Талас,KG07000000000,Kyrgyzstan,KGZ,yes,{D9FD4696-DFBC-4297-A46C-543236DA2F6E},417,,,7.81840435489362,1.25384071044441
774,Azuay,Azuay,EC01,Ecuador,ECU,yes,{E9C22EAA-34FB-4639-BC76-07C5E2748AD9},218,,,6.12902502823729,0.677123328490541
775,Bolivar,Bolivar,EC02,Ecuador,ECU,yes,{AC776901-B404-49D0-91EF-E8C2BEC4CDA1},218,,,4.08479367096171,0.320510551873789
776,Cañar,Cañar,EC03,Ecuador,ECU,yes,{EFA649EA-455A-49CD-A390-4ABF661DBB01},218,,,3.60325330770001,0.255799344943857
777,Carchi,Carchi,EC04,Ecuador,ECU,yes,{6E4F79C0-C612-4391-87AA-2C870F53EFBB},218,,,4.26698950149087,0.306548574640148
778,Chimborazo,Chimborazo,EC06,Ecuador,ECU,yes,{829D809C-7B7B-4730-A7EC-C89DE5A881F5},218,,,4.69380275316022,0.528003011829392
779,Cotopaxi,Cotopaxi,EC05,Ecuador,ECU,yes,{A0CBB895-4E18-434C-8390-BFF4757C41A7},218,,,3.98660868867209,0.496060847380028
780,El Oro,El Oro,EC07,Ecuador,ECU,yes,{62FC5FD8-C4D1-4B5F-B7D3-D4AE48A38D57},218,,,8.87161586613744,0.467623720455258
781,Esmeraldas,Esmeraldas,EC08,Ecuador,ECU,yes,{02003296-DF7E-477E-AE30-ADA235A973F9},218,,,16.0638013338863,1.30599580345128
782,Galapagos,Galapagos,EC20,Ecuador,ECU,yes,{C8959D4E-6A14-4D11-841A-9949834703F4},218,,,15.8399663712594,0.649036608039757
783,Guayas,Guayas,EC09,Ecuador,ECU,yes,{03388755-598D-4E4F-AEDB-E57FF88D55B2},218,,,32.7585711202374,1.24693702950828
784,Imbabura,Imbabura,EC10,Ecuador,ECU,yes,{2C4029BE-4AD8-47CB-A8DA-9B8D6213D4E1},218,,,4.41604855838363,0.371860840513278
785,Loja,Loja,EC11,Ecuador,ECU,yes,{3B3740ED-1523-40F9-B623-5DF82F8B8FF1},218,,,7.40000838022024,0.901394661599016
786,Los Rios,Los Rios,EC12,Ecuador,ECU,yes,{5AB5822E-2F0E-4A1B-8B05-C7CD60032399},218,,,7.54294304808575,0.5854196562412
787,Manabi,Manabi,EC13,Ecuador,ECU,yes,{2CFE4A4B-DE01-4B17-B1BE-FCAFBA1251DA},218,,,10.8263205830662,1.54032989957685
788,Morona Santiago,Morona Santiago,EC14,Ecuador,ECU,yes,{ED177B85-4490-45D2-B1AC-F48FD21165E5},218,,,9.11041326875129,1.9502002788506
789,Napo,Napo,EC15,Ecuador,ECU,yes,{0EB01E13-38B1-46CB-B9BA-579D5C35E883},218,,,8.25638921895743,1.01667014354393
790,Orellana,Orellana,EC22,Ecuador,ECU,yes,{2F32499B-F9AA-45EB-B17F-4CD73DCC6187},218,,,11.5181511095774,1.75079397791174
791,Pastaza,Pastaza,EC16,Ecuador,ECU,yes,{C7D9F087-2CD3-4ACC-BC77-74CBD156B6C1},218,,,9.60997121938875,2.39732414130879
792,Pichincha,Pichincha,EC17,Ecuador,ECU,yes,{BCA88152-506C-4528-9C5F-BF304569F345},218,,,6.50413109402003,0.774088785345239
793,Santa Elena,Santa Elena,EC24,Ecuador,ECU,yes,{756CDB1E-3BF4-4BFA-9F8A-7BB0884F3C5D},218,,,3.63376573582893,0.30077172919428
794,Santo Domingo de los Tsachilas,Santo Domingo de los Tsachilas,EC23,Ecuador,ECU,yes,{A3220BD5-7998-4FF0-A76F-0BCE627A051B},218,,,3.73733177889961,0.279909095320456
795,Sucumbios,Sucumbios,EC21,Ecuador,ECU,yes,{E730F9EE-907D-4127-9E5E-08A060B19C1B},218,,,11.5247725980545,1.46641780973517
796,Tungurahua,Tungurahua,EC18,Ecuador,ECU,yes,{FB22007C-F741-48A7-8245-C2C1875DE124},218,,,3.03854925220116,0.274825435380163
797,Zamora Chinchipe,Zamora Chinchipe,EC19,Ecuador,ECU,yes,{AB1A2047-BA57-4705-92A0-2BF15171459D},218,,,6.00813748987805,0.860138111736184
798,Zona No Delimitada,Zona No Delimitada,EC90,Ecuador,ECU,yes,{ED9D0391-6D1D-4FE4-9D0A-0F8967FF304A},218,,,3.21133721833731,0.0634675631074135
799,Anse La Raye,,LC04,Saint Lucia,LCA,yes,{D86B55F8-751D-4774-9778-D2F2897314FD},662,,,0.307950116339961,0.00313614309703881
800,Canaries,,LC05,Saint Lucia,LCA,yes,{28E6AC39-AABA-4B9D-BE02-1B9E120BB1AD},662,,,0.263632776154554,0.00161374186282366
801,Castries,,LC13,Saint Lucia,LCA,yes,{7BD08C64-907A-4764-BE3E-3B7BA36082CF},662,,,0.614815063860684,0.00731062538446431
802,Choiseul,,LC07,Saint Lucia,LCA,yes,{F5F5AC66-44C7-49C6-9692-989C0B727A61},662,,,0.250023306150045,0.00210485206247766
803,Dennery,,LC11,Saint Lucia,LCA,yes,{C44E190F-DF5E-4CFD-A0C1-7D2C378966CD},662,,,0.874201707232354,0.0103041288966557
804,Gros Islet,,LC12,Saint Lucia,LCA,yes,{2E5F2F08-50BC-49C8-BF79-6BED9A20952A},662,,,0.744232510210828,0.007201731501436
805,Laborie,,LC08,Saint Lucia,LCA,yes,{082CEF61-1B25-48D4-8110-32C3541ABE58},662,,,0.286210570336532,0.00253032384790758
806,Micoud,,LC10,Saint Lucia,LCA,yes,{77DAD661-5ECF-416F-A1ED-1DE76E010725},662,,,0.825622167253939,0.00781637479323403
807,Soufriere,,LC06,Saint Lucia,LCA,yes,{85252CAC-9AF5-4548-A799-9EF0A736221D},662,,,0.363946217642411,0.00357750318388252
808,Vieux-Fort,,LC09,Saint Lucia,LCA,yes,{CB836C0C-904E-476D-A2A9-C42BE43A1ACD},662,,,0.510830185379439,0.0048397358515798
809,Saint Andrew,,GD-01,Grenada,GRD,yes,{534ED343-38B3-467E-8386-0570C01291AE},308,,,0.467438793365361,0.00789103324546734
810,Saint David,,GD-02,Grenada,GRD,yes,{BD1E3889-3CFA-448D-96A7-3FDFE81E9318},308,,,0.381336364326814,0.00331126846472969
811,Saint Mark,,GD-05,Grenada,GRD,yes,{4878A3AA-ED83-4E03-BD8D-7C11D4EC8B73},308,,,0.196882181256337,0.00192373028683455
812,Saint John,,GD-04,Grenada,GRD,yes,{4FEEE996-4648-476E-9A05-495A291CD7DF},308,,,0.238546048723482,0.00304062649649212
813,Saint George,,GD-03,Grenada,GRD,yes,{B349F0DB-FB0D-41DA-8704-CA0104E23F10},308,,,0.711511201728013,0.00585246651829645
814,Saint Patrick,,GD-06,Grenada,GRD,yes,{5592C7AD-808B-469A-B6F8-82BA148977E5},308,,,0.384484198351316,0.00421792649944592
815,Southern Grenadine Islands,,GD-10,Grenada,GRD,yes,{B5D3EBEA-A630-4A23-8096-395C396C71E5},308,,,0.459711403348145,0.0028436515233999
816,Charlotte,,VC1,Saint Vincent and the Grenadines,VCT,yes,{8A0A28E8-42A6-4C0A-B196-88030694FE31},670,,,0.712066103210114,-0.0117623207804151
817,Grenadines,,VC2,Saint Vincent and the Grenadines,VCT,yes,{648FD4C5-E368-451E-BC61-3866174F29F6},670,,,1.92489865955499,-0.00409252448437182
818,Saint Andrew,,VC3,Saint Vincent and the Grenadines,VCT,yes,{424CBA82-022D-4128-A702-E5FF80C9F035},670,,,0.311741205679192,-0.00260372820249161
819,Saint David,,VC4,Saint Vincent and the Grenadines,VCT,yes,{AC02E892-2527-455B-95CA-42C8C2EED09D},670,,,0.520075799155659,-0.00673974981595764
820,Saint George,,VC5,Saint Vincent and the Grenadines,VCT,yes,{B851F646-33C5-4EA9-A9CA-42FD35799A76},670,,,0.436572078799352,-0.00434674845243105
821,Saint Patrick,,VC6,Saint Vincent and the Grenadines,VCT,yes,{7D801FDC-1612-4CE1-9370-AF2B8E629748},670,,,0.347712882503423,-0.00363873624036591
840,Ahuachapán,Ahuachapán,SV01,El Salvador,SLV,yes,{49DB602D-B501-4363-8522-0D42253FF4CD},222,,,1.71981205886754,-0.10240049464064
841,Cabañas,Cabañas,SV02,El Salvador,SLV,yes,{B283E66A-4D55-413C-854D-340BDAAF7B63},222,,,1.52346971726841,-0.0912363506266753
842,Chalatenango,Chalatenango,SV03,El Salvador,SLV,yes,{D1BF733A-4635-4D53-A9DA-BC2BD96F67E7},222,,,2.87089826103289,-0.163122082084603
843,Cuscatlán,Cuscatlán,SV04,El Salvador,SLV,yes,{8B55F4BB-A2DB-4ACC-8FDC-521816817C04},222,,,1.73034892414162,-0.0566942213940618
844,La Libertad,La Libertad,SV05,El Salvador,SLV,yes,{89760C6A-A549-4DD6-B0A5-971A74CD18E2},222,,,2.48074134586184,-0.13632136301538
845,La Paz,La Paz,SV06,El Salvador,SLV,yes,{1BD864D8-EF85-412D-9B18-247D0E493E95},222,,,2.29733157803595,-0.0981062634961977
846,La Unión,La Unión,SV07,El Salvador,SLV,yes,{26B39E75-61AB-4228-A8CC-DD9C435E9FF2},222,,,3.92581177953869,-0.166085250740567
847,Morazán,Morazán,SV08,El Salvador,SLV,yes,{7982C4FD-FB09-4B65-B998-246C1F8737E3},222,,,1.53352087406793,-0.105066277245736
848,San Miguel,San Miguel,SV09,El Salvador,SLV,yes,{F277CCB0-B38F-4657-B8E7-4CA52F90B414},222,,,2.81052049129411,-0.173111662843428
849,San Salvador,San Salvador,SV10,El Salvador,SLV,yes,{8A73FDD4-D01E-4F03-94F8-365C7442370F},222,,,1.9092709364974,-0.0772058401488004
850,San Vicente,San Vicente,SV11,El Salvador,SLV,yes,{168CEBEF-507A-4748-B1EF-E27BD373FA87},222,,,1.89716590160849,-0.100971141290759
851,Santa Ana,Santa Ana,SV12,El Salvador,SLV,yes,{6419BA18-A887-483B-9950-D0E3772E9599},222,,,2.59382127385286,-0.171488329653958
852,Sonsonate,Sonsonate,SV13,El Salvador,SLV,yes,{985B8C55-4335-48B7-B79D-90382CF51D29},222,,,2.00326785450693,-0.0999113054816482
853,Usulután,Usulután,SV14,El Salvador,SLV,yes,{89B3C4C6-51AE-4392-9281-29D52DC330CE},222,,,5.64633355369632,-0.16497988893459
854,Province 1,,NP01,Nepal,NPL,yes,{85490FD2-9B03-4DE0-82C1-3F720FE2734B},524,,,10.6013132344872,-2.3741238857947
855,Province 2,,NP02,Nepal,NPL,yes,{128466EB-C423-44BF-8763-68547524F02C},524,,,9.01957419835935,-0.871547017557252
856,Bagmati,,NP03,Nepal,NPL,yes,{44803914-5B0C-4CA7-8F07-F8BB6432FD03},524,,,10.5004751314368,-1.85666505882611
857,Gandaki,,NP04,Nepal,NPL,yes,{00C486EC-4447-4A05-8D21-EBFF3C5FE757},524,,,10.7822470151066,-2.02380778351567
858,Lumbini,,NP05,Nepal,NPL,yes,{5D0F49DF-0932-4019-91AC-12059FA2C3AA},524,,,12.6232313434111,-1.76798137653019
859,Karnali,,NP06,Nepal,NPL,yes,{F4D84C9C-7B84-443E-AC97-811955EF30D3},524,,,13.9819996553745,-2.85147468209771
860,Sudurpaschim,,NP07,Nepal,NPL,yes,{A90F72F4-D5BA-43A9-A147-030D7BA15D82},524,,,9.82944522073903,-1.83393131399899
861,Azad Kashmir,,PK12022,Pakistan,PAK,yes,{FA7210C7-CACF-48A4-B56C-D1DF8CCA62C5},586,,,9.39727903884756,-1.11482044641396
862,Balochistan,,PK22022,Pakistan,PAK,yes,{7CE052D4-6C31-440D-9538-6F7F9DC13C76},586,,,42.0624620193661,-31.9182953708799
863,Gilgit Baltistan,,PK32022,Pakistan,PAK,yes,{BD318B5A-FE99-43BB-BD51-8ACBB0D9D838},586,,,16.0217555769322,-6.95587464731576
864,Islamabad,,PK42022,Pakistan,PAK,yes,{65B51369-123B-4ECE-AD4C-CF15A2720180},586,,,1.74530957776867,-0.087644934452292
865,Khyber Pakhtunkhwa,,PK52022,Pakistan,PAK,yes,{9C6B128E-CF33-48B4-9C36-DDC12AA84C32},586,,,27.3328183274231,-9.86488866179408
866,Punjab,,PK62022,Pakistan,PAK,yes,{BD8E5C05-5326-4371-9949-DA11A418751C},586,,,28.0465682289489,-19.3678646534042
867,Sindh,,PK72022,Pakistan,PAK,yes,{013DE173-8CEA-4BD6-83D3-8112697A8309},586,,,30.2968872083577,-12.7182906714782
868,Banteay Meanchey,,KH01,Cambodia,KHM,yes,{B51B499A-02D5-4C24-A58A-8468F3BD0F20},116,,,4.32572405380149,0.51355572793958
869,Battambang,,KH02,Cambodia,KHM,yes,{3114A6A2-894E-488B-95E1-04F4ACE62D09},116,,,5.78071443862835,0.988874539761001
870,Kampong Cham,,KH03,Cambodia,KHM,yes,{4B0329ED-7913-4D0A-9523-29F107F5ACBF},116,,,3.93321968716471,0.378093363729735
871,Kampong Chhnang,,KH04,Cambodia,KHM,yes,{14C05749-9E8E-461A-B875-5B88471B4CC8},116,,,3.67949635115892,0.440233321842875
872,Kampong Speu,,KH05,Cambodia,KHM,yes,{911DFFF6-8FD2-4476-8132-FF3010DCFD26},116,,,4.21086504240107,0.577576061694865
873,Kampong Thom,,KH06,Cambodia,KHM,yes,{DC829003-2F0A-461A-8680-6D590D2A5497},116,,,6.32355903029474,1.03710683631863
874,Kampot,,KH07,Cambodia,KHM,yes,{721F426F-DA8F-453A-9A3D-E4AD8B201110},116,,,3.44690751966566,0.390277827140199
875,Kandal,,KH08,Cambodia,KHM,yes,{E9A6A19F-F590-49F7-BA36-6B2E1E0577C9},116,,,5.11370153820589,0.269677355858451
876,Kep,,KH23,Cambodia,KHM,yes,{0033BC30-1B7A-4ECD-B2AD-EEEBD74EC892},116,,,0.677169718376019,0.0125217269874397
877,Koh Kong,,KH09,Cambodia,KHM,yes,{B6EAB13B-44CA-49DF-AF93-908CECEAF020},116,,,6.54286557307916,0.911886815070053
878,Kratie,,KH10,Cambodia,KHM,yes,{5B3875BA-FDD3-4683-BB44-6D1A9930AD4A},116,,,5.87406705789437,0.997176235562089
879,Mondul Kiri,,KH11,Cambodia,KHM,yes,{E6B6A870-8632-441C-99E3-D683011ABB4D},116,,,5.90620176325368,1.13745292271023
880,Oddar Meanchey,,KH22,Cambodia,KHM,yes,{74FF34FC-DC68-4202-909A-4DD2BDC6DBFB},116,,,4.47572408529558,0.555447228159401
881,Pailin,,KH24,Cambodia,KHM,yes,{9B9A342B-5C77-4FA0-8A65-C9879A70C51B},116,,,1.39778343402005,0.0896003041405842
882,Phnom Penh,,KH12,Cambodia,KHM,yes,{90A2BC99-E0D1-4309-A369-3B9CA2C99CD0},116,,,1.45685991517973,0.0567541588326148
883,Preah Sihanouk,,KH18,Cambodia,KHM,yes,{AC365800-E3CE-42ED-8CF7-793BE19A2A86},116,,,4.71133557517892,0.216680146790919
884,Preah Vihear,,KH13,Cambodia,KHM,yes,{F9F1ADFE-6179-416E-8F9F-86C0DA1862D2},116,,,6.3080585644359,1.17386571127802
885,Prey Veng,,KH14,Cambodia,KHM,yes,{5575742F-8C2E-4805-89C8-5CFDF69C3621},116,,,3.4379899422521,0.394670760280639
886,Pursat,,KH15,Cambodia,KHM,yes,{5401F78E-02AA-4F6F-999B-2012F5E72213},116,,,6.25805647903575,0.963045904383798
887,Ratanak Kiri,,KH16,Cambodia,KHM,yes,{836725C9-9ED1-4E29-B673-15FAE9E411A2},116,,,6.01232279795452,0.984650518740562
888,Siemreap,,KH17,Cambodia,KHM,yes,{A65D1FA9-6D7C-431C-A3C0-631F7B753E4A},116,,,5.00166759967242,0.880729524450334
889,Stung Treng,,KH19,Cambodia,KHM,yes,{B0573DD5-2963-4C6D-B25C-78B7642AEAB9},116,,,6.08108303881483,1.00492602409174
890,Svay Rieng,,KH20,Cambodia,KHM,yes,{60E0573A-F996-4FAE-AF09-88A0E8DB9674},116,,,3.01110319596077,0.237475797547069
891,Takeo,,KH21,Cambodia,KHM,yes,{CD9B7895-2A16-42AA-AD23-073AAF4408C7},116,,,3.03946225260827,0.288830671451816
892,Tboung Khmum,,KH25,Cambodia,KHM,yes,{3C25AED2-F2B1-4EFF-89B4-07756D71CC66},116,,,3.76043582638542,0.409341609067293
893,North Western,,SL05,Sierra Leone,SLE,yes,{F2EDB729-F784-46AD-9445-EFB152E96F59},694,,,12.2049172624841,-0.997975974829132
894,Northern,,SL02,Sierra Leone,SLE,yes,{E75CE600-DF20-4905-B653-92BA3A6A6B86},694,,,13.552398446456,1.96860365744616
895,Islas de La Bahia,Islas de La Bahia,HN11,Honduras,HND,yes,{0F76215E-2BF2-410E-AC4F-DDE5EDC913C2},340,,,2.12868257762553,-0.0192884943895345
896,Colon,Colon,HN02,Honduras,HND,yes,{225486DF-ED4F-4617-B6BB-5533BB362882},340,,,5.1782678474517,-0.698225149769881
897,Atlantida,Atlantida,HN01,Honduras,HND,yes,{AA8CE27B-D6A5-4D98-89B1-7D106AD819C6},340,,,4.22282341547778,-0.36833779203788
898,Cortes,Cortes,HN05,Honduras,HND,yes,{6E7032F2-C1AC-4E3E-B5EA-1AF0F3215B10},340,,,4.52404621477851,-0.3297152679327
899,Yoro,Yoro,HN18,Honduras,HND,yes,{15BD8C8F-72B4-473C-8D53-A0E44B6B4B1A},340,,,5.90207000401537,-0.65578474297238
900,Olancho,Olancho,HN15,Honduras,HND,yes,{DE3BBBE6-F4C1-440E-8679-5D1B14748F87},340,,,6.93433722351229,-2.01887031497749
901,Santa Barbara,Santa Barbara,HN16,Honduras,HND,yes,{FB5DA47A-010F-4B7B-9A1E-D184EAA56A3A},340,,,3.27984430454903,-0.421596781383575
902,Copan,Copan,HN04,Honduras,HND,yes,{FDF8C64B-846D-48D5-BF59-AD29A9E198A8},340,,,2.61542694942964,-0.272002303982282
903,Lempira,Lempira,HN13,Honduras,HND,yes,{9C3FC5B6-CA3C-4686-89F2-ED8174553D5D},340,,,3.71663585374157,-0.359319704500311
904,Comayagua,Comayagua,HN03,Honduras,HND,yes,{AD16A799-22FE-4847-86AC-7334E546740A},340,,,4.01188067867975,-0.430125986370345
905,Intibuca,Intibuca,HN10,Honduras,HND,yes,{B6F867BD-116F-424F-AEB5-4270389E5C50},340,,,3.01581686458962,-0.262072720035046
906,Francisco Morazan,Francisco Morazan,HN08,Honduras,HND,yes,{8704FCAD-FEB3-4707-A8C9-3579E843EA69},340,,,4.88242842110591,-0.719049949104693
907,Ocotepeque,Ocotepeque,HN14,Honduras,HND,yes,{479FC8E0-87BE-4C38-82A0-95DE7C70F75C},340,,,2.26011674058644,-0.137138068217446
908,La Paz,La Paz,HN12,Honduras,HND,yes,{4249CCB9-2195-4A4A-A255-F283415091A8},340,,,2.76046893151488,-0.212173107061153
909,El Paraiso,El Paraiso,HN07,Honduras,HND,yes,{A67786CE-96B5-49FF-9470-43AC7F9C12A6},340,,,5.86862559948353,-0.618683119265406
910,Valle,Valle,HN17,Honduras,HND,yes,{A10A5747-1866-4F76-B18E-7D5BE2240FDB},340,,,4.00475935438326,-0.134874954267916
911,Choluteca,Choluteca,HN06,Honduras,HND,yes,{2918E684-866F-4F47-B21C-299C69A1A38A},340,,,4.28804897477288,-0.367342025287818
912,Gracias a Dios,Gracias a Dios,HN09,Honduras,HND,yes,{DF1559B2-93F9-4312-9B40-0C4DD439A0ED},340,,,15.4724837909139,-1.35771772756288
